uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0630095L;2011;267168.67;0;0;115749;106270.98;46867.2299999999;24.5712981092433;75.4287018907567;707350.89;45.6431095068222;128314.7;419789.52;27.0876863266212;87561;439831.08;268.354929704411;871371.579999999;31253.97;681027.99;43.9445762551893;181051.28;;94887;824504.35;253.921302878884;;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0632033T;ENS CHIMIE CLERMONT-FERRAND;;;;;;;380791.97;1168951.02;1549742.99;;33970.76;78678.73
0631262E;2011;4452780.17;0;0;1411659.27;2206013.16;;4.07393499191374;95.70397754531;13893090.78;14.4378938050098;910343.5;76056630.2;79.0391114103482;2032748.45;3149586.44000001;93.2785974243448;23861872.71;4011874.94;16700462.48;17.3553536501682;1740688.34000001;;810237.9;32585281.73;127.379330758802;190937.78;2009;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0632035V;Université CLERMONT-FERRAND 1 - AUVERGNE;;;;;;;3920208.13000001;92092660.19;96226575.48;;1278083.72;795267.65
0751718K;2011;13768249.7;0;0;873088.49;314205.27;;3.56917084820875;96.4032236323687;13457033.88;17.2908353453357;105127.55;60712300.49;78.0087499645302;3191000;3356460.39000001;81.4426933388726;16973623.08;2257578.34;12555880.09;16.1329500384648;3789613.33000001;;672952.39;23205269.32;111.343325120821;45657.72;2010;D;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0751718K;Université Panthéon-Assas;75105;Paris 5e;A01;Paris;R11;Île-de-France;2777798.30000001;75028269.06;77827552.06;;14489.59;
0751719L;2011;;;;;;;;;;;;;;;;;18737450.0299999;;;;;;;24985519.3;;;2011;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0751719L;Université Sorbonne Nouvelle - Paris 3;75105;Paris 5e;A01;Paris;R11;Île-de-France;;;;;;
0751722P;2011;26406071.15;0;0;10842164.37;9985160;;0.59212931670651;102.261935924395;76487329.11;18.3572664005609;31075607.47;341220270.31;81.8942362903495;6561607.02;7775438.18000009;15.1599862231834;17942865.4900001;8367167.94;73978024.09;17.7550231104839;;;897764.9;23713616.4099999;20.0357127058557;1352011.64;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;;2467164.17000009;426084264.28;416659689.09;;1936406.91;360327.34
0753375L;2011;;;;;;;;;;;;;;;;;1981662.17;;;;;;;3110251.21;;;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;;;;;;
0753742K;2011;907465.39;0;0;1109800.84;3676486.05;1261270.85;0.468559114037082;99.531440885963;7147199.02;40.9896059900711;4400;8148620.77;46.7328185195562;717151.61;2039691.03;193.138739348823;9310849.67;166953.38;7663380.5;43.9499370827642;;;;8049578.82;166.975685429984;682855.22;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753742K;École des hautes études en sciences sociales;75106;Paris 6e;A01;Paris;R11;Île-de-France;81700.8400000014;17354912.29;17436613.13;;318835.28;971919.5
0870669E;2011;6565024.09;0;0;3585214.46;3006151.69;;1.3167246189808;98.6307180658142;19477826.02;14.8542638643901;707227.97;105837909.98;80.7145643504667;2336980.96;5058990.51;30.4793080100861;10949748.52;1415581.35;20997732.7;16.013381665873;216320.250000003;;2086097.48;12368207.12;34.4276760013681;62977.02;2009;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0870669E;Université de Limoges;87085;Limoges;A22;Limoges;R75;Nouvelle-Aquitaine;1726570.45;129330674.63;131126161.47;;5872522.7;1079607.79
0922605G;2011;246112.48;0;0;181924.83;;;9.48743947681181;90.2320431738331;1323195.54;79.1427090744701;219994.36;166982.27;9.98751039865552;;89781.95;115.974939986053;485999.21;12491.47;1315313.85;78.6712909961677;105439.67;;;1398000.92;333.60768795786;26460;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0922605G;Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés;92073;Suresnes;A25;Versailles;R11;Île-de-France;158621.53;1508599.32;1671910.85;;;
0931238R;2011;21571142.34;0;0;791118.58;5011199.9;5667755.73999999;;103.391374613774;23740845.48;15.0976339198638;2145789.56;137542953.97;87.4683746644621;;;37.3747945757757;16879046.6600001;3098072.23;22383805.27;14.2346445910981;;;779007.41;11211290.92;24.8248436955419;4546.17;2010;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0931238R;Université Paris 13 - Paris Nord;93079;Villetaneuse;A24;Créteil;R11;Île-de-France;;162581677.48;157248782.2;;1849418.09;157312.58
9710585J;2011;7189736.02;0;0;493774.78;1412717.46;7055986.22;3.99142558077169;95.9696893226022;15469372.09;54.881891139535;389680.02;11133383.76;39.4987690499716;2302820;1840910.31;262.92463851097;19756339.99;222403.02;9855014.5;34.9633992783181;995948.019999996;;313792.61;12700353.77;169.020978866981;264;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9710585J;Université des Antilles;97120;Pointe-à-Pitre;A32;Guadeloupe;R01;Guadeloupe;1125049.56;27050650.09;28186660.06;;2287944.91;1619781.41
9830445S;2011;9142239.05;0;0;1281707.91;962073.41;;7.9758908469821;91.3068497253154;4010698.47;15.7653594606748;518370.42;18717338.25;73.5746074818455;324722.41;1926672.92;101.853525804175;6571931.98999998;689798.96;3980920.99;15.6483093559251;777961.369999998;;;7885073.16999999;122.204932249824;;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9830445S;Université de la Nouvelle-Calédonie;98818;Nouméa;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;2029062.09;23228410.58;25439943.06;;106731.77;31411.34
0141720U;2012;2643856.53;0;0;1931237.71;508128.1;1026358.93;4.7510570652625;94.5963546598118;4635177.63;26.9146226139169;896371.92;11016516.06;63.9685025997707;148861.2;1603451.73;74.7906818674328;3384523.08;87375.89;4992489.9;28.9893920553572;25798.5000000002;;291779.23;2358164.15;52.1103566337136;;2012;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0141720U;École nationale supérieure d'ingénieurs de Caen;14118;Caen;A05;Caen;R28;Normandie;818216.690000001;16291177.97;17221781.99;;1128735.85;
0330192E;2012;120653.14;0;0;187845.11;542096.5;;2.94666208071809;97.0533379192819;1759808.08;35.6564656772038;13440;2587022.64;52.4171271956594;823517;816301.63;108.664350069003;1445846.13;599823.36;3144359.93;63.7096528848873;;;120883.45;1679440.6;126.220430716577;;;A;institut d'études politiques;GR20;instituts d'études politiques;0330192E;Institut d'études politiques de Bordeaux;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine;145431.12;4790021.81;4935452.93;;425476.82;333846.43
0381839T;2012;8972738.75;0;0;8675550.2;977977.41;;4.16095714621472;95.8390428537853;13481316.94;11.7554760740026;2227281.19;86280880.94;75.2354414667469;5429214.7;7394126.62;67.4388030032729;20589315.91;4773482.96;25289873.24;22.0523336934009;3624906.77;;849548.1;28838150.08;94.4572578673856;;2011;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0383493R;Université GRENOBLE 2 - PIERRE MENDÈS FRANCE;;;;;;;4771834.14;109909331.09;114681165.23;;1451492.97;827110.29
0420093Y;2012;393861.28;0;0;78375.15;898596.58;1088331.41;15.8765659879417;84.0523453182404;1838054.1;36.0361354946654;357863.6;2247458.28;44.0627460838544;226056.43;1165298.47;118.044208637592;1405762.97;56281.41;3114430.05;61.0602393424967;328231.16;;430611.48;317431.56;26.6552456541066;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes;809797.91;4287162.2;5100586.05;;169010.91;56330.21
0440984F;2012;;0;0;5720255.99;2675933.36;;1.47206746110152;102.515870142177;34248019.5;12.8541632989493;1208494.89;231660771.28;86.9482506570539;6385052.61;11806460.8099999;5.84365434322619;4433684.3399998;9217222.93;34712269.26;13.028408184162;1572168.77999995;;3091096.45;14636257.98;19.2907807490441;101294.78;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0440984F;Université de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire;3922106.31999995;273138394;266435229.61;;2957962.51;875185.69
0490970N;2012;4962413.19;0;0;1353388.56;4564091.19;;2.02226232645861;97.9677512411156;15734195.97;12.3896183277345;799210.59;105191205.67;82.8309811426301;2621432.33;5748881.87;35.4562788612622;12253507.48;2405857.31;18556186.44;14.6117455285439;135615.100000005;;949196.99;15505988.85;44.8675340985079;71527.54;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0490970N;Université d'Angers;49007;Angers;A17;Nantes;R52;Pays de la Loire;2568172.07;124414147.07;126995001.41;;2579518.52;1797558.42
0570140T;2012;1242139.34;0;0;746343.93;;353332.57;21.0174589237502;77.7508459294118;3021766.41;47.1843632298841;;1850575.04;28.8964112456056;;1479188.89;230.571462612388;3189120.78;;4082994.1;63.7552512471915;1035694.26;;430464.17;2835788.21;205.025736039594;;;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0542493S;ENI METZ;;;;;;;1345993.61;4979295.65;6404169.1;;;
0593561A;2012;;0;0;1395137.26;1242320.51;;3.71718245617388;96.2458610449644;10425316.53;10.0959775083875;106206.59;88072186.75;85.2899587253594;2528823.98;5098703.07;56.1405570936987;15498767.19;1152602.68;9522209.38000001;9.22139979673471;2726772.93;;229499.91;19127348.97;69.2842220118144;171888;2012;E;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0597065J;Université LILLE 3 - CHARLES-DE-GAULLE;;;;;;;3838439.98;99385479.54;103262081.57;;1555788.33;659501.59
0595964M;2012;2767339.56;0;0;8518895.7;2190424.28;299094.340000001;2.98045542924591;97.0195445707541;9610166.32;11.2636795948563;353007.12;64035585.99;75.0534693410209;1456619.12;3676343.57999998;21.5009020990934;4943835.68999997;2539186.09;85849805.63;100.621016504636;107688.529999979;;1229445.77;4644741.34999999;20.2001310933457;3432.83;2010;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0595964M;Université du Littoral Côte d'Opale;59183;Dunkerque;A09;Lille;R32;Hauts-de-France;2542923.21999998;82777031.41;85319954.63;;2822476.02;1025799.44
0623957P;2012;3508256.21;0;0;1948152;2116319.38;;7.9673728326736;91.9965774489797;12870666.58;11.446215479593;335654.11;89478081.02;79.5751633910638;1046883.12;9307404.46000001;140.830960640471;40467505.46;2952327.93;10628217.68;9.45194788266363;6607479.67000001;;880161.31;43528415.35;151.48323276208;41184.12;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0623957P;Université d'Artois;62041;Arras;A09;Lille;R32;Hauts-de-France;8958891.21000001;103445307.05;112444734.27;;423212.86;270917.97
0660437S;2012;;;;;;;;;;;;;;;;;7565530.81000003;;;;;;;9032144.22;;;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie;;;;;;
0671451N;2012;822830.07;0;0;220372.97;20339;;39.2792992118591;60.6833941923553;2135352.21;45.2148692914513;;729630.31;15.4495070851713;;1855698.02;404.75875556954;3222195.26;;457866.95;9.69507241015078;1548117.46;;;3658103.94;459.515789399563;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0671451N;BNU DE STRASBOURG;;;;;;;1855034.41;2865880.67;4722676.95;;5900;
0681166Y;2012;5946527.98;0;0;6245009.94;1515286.41;;1.12375809775557;98.888861886377;14077896.09;16.1950988203384;755315.24;65089455.24;74.8783875825434;1297375.27;3300219.21;56.5484584559233;13502674.58;1718419.63;19797020.18;22.7743333317452;;;4453411.48;19424327.75;81.3480162242875;466.46;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est;976847.99;85961014.35;86926892.18;;2983280.19;178363.29
0690173N;2012;219729.97;0;0;66924.77;93651;;9.47736199879122;90.5226380012088;1554378.6;38.395755809492;;2035903.45;50.2902264080979;906207;646326.99;293.613093541084;2988847.16;191000.58;2299334.72;56.7974201609612;266459.86;;;3327927.18;326.923038245708;;;A;institut d'études politiques;GR20;instituts d'études politiques;0690173N;Institut d'études politiques de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;383672.84;3664635.54;4048308.38;;276890.75;202823.4
0690187D;2012;7679299.51;0;0;3563478.04;1008329.97;4556694.81;16.0383488078954;83.250683359771;6061822.34;38.229758250873;417890.24;5534777.82;34.9058758510059;599331.94;3016185.51;335.117251144771;12288071.89;248471.51;9965822.63;62.8509000341273;1610349.31;;1076869.48;7731377.08;210.848199604184;4524;2013;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690187D;École centrale de Lyon;69081;Écully;A10;Lyon;R84;Auvergne-Rhône-Alpes;2543087.52;13200471.97;15856292.63;;712124.73;384923.99
0691774D;2012;21208107.25;0;0;24630327.46;12874966.15;5197625.62999997;6.77183486621522;93.1855473490981;51530322.37;14.2426736280281;325157.45;266912615.62;73.7730543229082;6969088.26;23484625.48;48.7652026766366;45669623.3799999;11595134.37;79109663.25;21.8654388847551;11442611.07;;2111990.89;40471997.7400001;43.21527147482;360312.06;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;24500655.06;337147464.06;361802311.25;;5914380.23;4035955.02
0693735K;2012;159549.1;0;0;189098.04;45093.2;229231.24;3.9502871875798;96.0497128124202;1312348.35;69.3308535888492;48146.4;498219.61;26.320748478103;;75609.8399999998;116.021529926915;585942.15;7765;599485.82;31.6706030186354;74774.1099999998;;91858.84;356710.91;70.6317944865753;;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0693735K;École nationale supérieure des arts et techniques du théâtre;69385;Lyon 5e;A10;Lyon;R84;Auvergne-Rhône-Alpes;74774.1099999998;1818103.71;1892877.82;;;
0694123G;2012;8219214.79;0;0;4664454.18;3912529.44;;3.50779070260954;96.5799345281713;18988981.97;16.4712292181812;339259.8;89491073.4;77.6254348590798;738904.93;6992023.34;39.1054918677324;12094776.01;6951.6;14215759.67;12.3308893760114;1520038.56;;108959.59;15097795.75;48.8150196774343;229313.1;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;4043983.21;111342912.61;115285761.12;;999093.37;1603875.44
0751722P;2012;18012202.51;0;0;14012060.06;6243937.92;;2.21378095221135;101.223597053967;75458705.05;17.7790690185285;33145648.47;346235858.44;81.5777479856742;7079385.66;12404801.8;13.4823947876006;16089651.5000001;6318019.87;78332192.7800001;18.4561007359654;;;1144879;22228676.8200003;18.6266182641201;1580173.03;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0755890V;Université PARIS 6 - PIERRE ET MARIE CURIE;;;;;;;9395826.28000001;429617633.31;424424388.99;;3973511.47;633274.91
0753480A;2012;11265005.56;0;0;1430081.86;4186;;7.01021292714555;92.8595414920057;8277852.96;24.3099872053748;;23026522.5;67.6231469759369;289.56;1451448.72;189.916634054931;16680920.64;10349;3970320.59;11.659840203798;896433.64;;;23523169.56;267.817423363667;29230.39;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France;2387064.68;31619828.67;34051243.59;;;
0753742K;2012;365277.82;0;0;1258070.89;2340316.13;;2.50351164624957;97.4964883537504;6517398.74;11.5128825455075;84180.26;45709599.42;80.7452896958486;706823.85;4094924.90000001;43.1201560352247;6610845.61;120620.62;9292147.68000001;16.4144329820996;957906.340000005;;;12903102.27;84.1622715223057;636062.51;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753742K;École des hautes études en sciences sociales;75106;Paris 6e;A01;Paris;R11;Île-de-France;1417228.36;55192388.86;56609617.22;;337222.11;2890301.03
0761904G;2012;7842217.64;0;0;3528986.43;3927448.81;;2.35741210437114;97.6391776287147;25296574.69;13.1285063582445;4375919.5;159781247.43;82.9238404218511;4602158.09;6336281.18000002;21.5132158490685;11242770.54;1766128.4;24861162.28;12.902534476154;;;1117314.83;16806210.28;32.1589441029788;86505.38;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0761904G;Université de Rouen;76451;Mont-Saint-Aignan;A21;Rouen;R28;Normandie;4542363.75000002;188135396.53;192684331.33;;3777909.75;758854.64
0772502B;2012;6772983.02;0;0;2675905.3;347403.68;;0.496611845929743;99.7694146015951;11223208.22;13.575115041338;682842.3;65799343.97;79.5880862698031;2076090.67;4350972.49;73.0244995121506;16731582.3;1370384.83;13873469.06;16.7807577673137;;;950045.03;18662696.94;81.4527926381738;116901.13;2009;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0772502B;Université Paris-Est Marne-la-Vallée;77083;Champs-sur-Marne;A24;Créteil;R11;Île-de-France;410573.180000005;82484230.2;82674866.37;;392646.43;111974.99
0781944P;2012;20807420.62;0;0;4269423.63;2106266.95;;;107.351452005044;21527280.82;17.735914479148;719223.26;105887239.67;87.2384693135697;7306897.94;;-0.418074228814402;;2631073.63;20629618.82;16.996347945116;;;1045449.95;2598060.67;7.17807970087478;113627.62;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France;;130299729.2;121376773.92;;1210470.59;366694.45
0801344B;2012;6160956.71;0;0;1399730.53;1773074.49;1495194.15999995;3.12779295408775;96.9214748477047;20386230.05;12.0810886400025;1257499.54;141305113.03;83.7388566504966;2931173.2;7902741.87999997;36.3041154392714;16493173.32;3045732.25;22075667.37;13.0822664921403;1770716.14999997;;840887.62;14997979.16;33.0129536758198;80210.78;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France;5277993.44999997;163550118.86;168744975.37;;6051537.66;1814218.45
0811293R;2012;;0;0;257332.02;996846.04;;0.393761153474631;99.6062388465254;2512324.9;35.8953314225694;23566.41;4373851.68;62.4922579268159;260997.99;;130.815753868342;2533272.58999999;115116.81;2359309.68;33.7090966586671;7559.45999999965;;226974.8;3900818.95;201.434529257732;;;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0811293R;Institut national universitaire Jean-François Champollion;81004;Albi;A16;Toulouse;R76;Occitanie;27559.4599999998;6971470.22;6999029.68;;456795.29;
0911101C;2012;;;;;;;;;;;;;;;;;32701516.71;;;;;;;46002842.0600001;;;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France;;;;;;
0931238R;2012;11163158.16;0;0;1692788.79;1948818.86;267849.050000017;;101.614828774839;20845175.44;13.4753184915095;24751;135370074.72;87.5096914546015;2874174.04;;8.28069410082486;3615662.18000001;4576112.54;18155868.27;11.7368216992153;;;789870.16;3347813.12999999;7.66725845948773;3047.5;2010;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0931238R;Université Paris 13 - Paris Nord;93079;Villetaneuse;A24;Créteil;R11;Île-de-France;;157189526.5;154691523.27;;1004626.78;135082.97
9710585J;2012;5837216.59;0;0;382131.78;499864.72;7630431.75;10.542472665937;89.4575273340629;15196923.16;51.7333785215122;176158.88;10271031.28;34.9646532669928;2575603;4082755.93;266.834929292686;19477889.34;206387.5;9419603.14;32.0662208812567;;;402768.31;11847457.59;162.302775888229;2047.82;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9710585J;Université des Antilles;97120;Pointe-à-Pitre;A32;Guadeloupe;R01;Guadeloupe;3096900.91;26278569.23;29375470.14;;3107984.86;1067559.03
9740478B;2012;;0;0;8466365.9;837657.25;;21.6729121172256;77.961082900094;13347311.99;38.3719639366512;588004.88;12636256.47;36.327762318315;991010.79;1583326.86;1.76373399910354;132858.159999996;3635621.25;17468428.07;50.219691607885;4259052.6;;593988.21;11022607.74;146.328596074342;2860.84;2013;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9740478B;Université de La Réunion;97411;Saint-Denis;A28;La Réunion;R04;La Réunion;7538710.3;27117999.44;34784020.99;;773012.44;1537641.65
9830445S;2012;4836611.14;0;0;1262674.1;1622669.51;;8.86535919417621;91.0984546426825;4833328.97;17.7386230807057;744011.01;19179294.9;70.3892255827149;322753.4;2448376.71;105.879143723894;7300378.53;589455.24;4762941.65000001;17.4802971635396;1575987.48;;;8605392.56;124.806075728345;;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9830445S;Université de la Nouvelle-Calédonie;98818;Nouméa;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;2415587.57;24822039.34;27247486.73;;102236;20984.86
0171463Y;2013;3865023.45;570333.21;0;1609877.45;4132586.06;;3.712324057;96.28767594;10015540.61;14.58759553;861085.95;55248693.35;80.46950472;943283.01;2451593.6;31.3736802;5761351.23;605005.02;12453732.52;18.13881247;1887162.16;;364354.72;9369116.66;51.01991844;;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine;2548804.72;66109121.71;68657926.43;;1484535.48;1562866.17
0301687W;2013;;;;;;;;;;;;;;;;106;3976011.61;;;;785169;;;5771688.82;152.9399;;2011;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0301687W;Université de Nîmes;30189;Nîmes;A11;Montpellier;R76;Occitanie;1201092;13585780;;;;
0311383K;2013;4406908.81;0;476864.73;1642375.55;3044001.06;;1.698438936;98.27723386;18694817.01;11.74561747;409942.26;135710672.7;85.26457612;2923543.35;4868296.28;49.43912982;21481599.11;2995724.74;15553267.2;9.771838194;3426212.74;;968009.67;26154820.17;60.19438047;252806.5;2011;A;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0311383K;Université Toulouse - Jean Jaurès;31555;Toulouse;A16;Toulouse;R76;Occitanie;2703306.59;156422164.1;159164190.9;;1581917.97;349713.85
